Date,AAPL,CSCO,MSFT,PCLN
2015-04-23,129.669998,28.68,43.34,1221.099976
2015-04-24,130.279999,28.82,47.869999,1233.089966
2015-04-27,132.649994,28.889999,48.029999,1253.199951
2015-04-28,130.559998,29.32,49.16,1242.119995
2015-04-29,128.639999,29.049999,49.060001,1248.51001
2015-04-30,125.150002,28.83,48.639999,1237.810059
2015-05-01,128.949997,29.129999,48.66,1260.430054
2015-05-04,128.699997,29.17,48.240002,1267.459961
2015-05-05,125.800003,28.889999,47.599998,1263.319946
2015-05-06,125.010002,28.969999,46.279999,1264.150024
2015-05-07,125.260002,28.809999,46.700001,1213.48999
2015-05-08,127.620003,29.23,47.75,1204.76001
2015-05-11,126.32,29.209999,47.369999,1186.380005
2015-05-12,125.870003,29.23,47.349998,1183.469971
2015-05-13,126.010002,29.35,47.630001,1177.75
2015-05-14,128.949997,29.049999,48.720001,1190.089966
2015-05-15,128.770004,29.549999,48.299999,1198.800049
2015-05-18,130.190002,29.76,48.009998,1216.839966
2015-05-19,130.070007,29.74,47.580002,1213.660034
2015-05-20,130.059998,29.620001,47.580002,1208.180054
2015-05-21,131.389999,29.43,47.419998,1212.630005
2015-05-22,132.539993,29.26,46.900002,1208.5
2015-05-26,129.619995,28.950001,46.59,1195.780029
2015-05-27,132.039993,29.309999,47.610001,1197.76001
2015-05-28,131.779999,29.35,47.450001,1190.550049
2015-05-29,130.279999,29.309999,46.860001,1172.040039
2015-06-01,130.539993,29.18,47.23,1166.660034
2015-06-02,129.960007,29.08,46.919998,1196.02002
2015-06-03,130.119995,29.09,46.849998,1193.709961
2015-06-04,129.360001,28.610001,46.360001,1185.73999
2015-06-05,128.649994,28.58,46.139999,1178.160034
2015-06-08,127.800003,28.280001,45.73,1164.050049
2015-06-09,127.419998,28.24,45.650002,1163.27002
2015-06-10,128.880005,28.66,46.610001,1179.939941
2015-06-11,128.589996,28.860001,46.439999,1181.930054
2015-06-12,127.169998,28.540001,45.970001,1174.170044
2015-06-15,126.919998,28.48,45.48,1175.359985
2015-06-16,127.599998,28.709999,45.830002,1176.199951
2015-06-17,127.300003,28.93,45.970001,1163.569946
2015-06-18,127.879997,29.209999,46.720001,1173.959961
2015-06-19,126.599998,29.030001,46.099998,1158.459961
2015-06-22,127.610001,28.940001,46.23,1150.390015
2015-06-23,127.029999,28.790001,45.91,1155.949951
2015-06-24,128.110001,28.51,45.639999,1154.920044
2015-06-25,127.5,28.4,45.650002,1149.189941
2015-06-26,126.75,28.280001,45.259998,1140.900024
2015-06-29,124.529999,27.540001,44.369999,1107.72998
2015-06-30,125.43,27.459999,44.150002,1151.369995
2015-07-01,126.599998,27.35,44.450001,1150.349976
2015-07-02,126.440002,27.33,44.400002,1143.069946
2015-07-06,126.0,27.219999,44.389999,1141.430054
2015-07-07,125.690002,27.360001,44.299999,1145.01001
2015-07-08,122.57,26.99,44.240002,1116.939941
2015-07-09,120.07,26.91,44.52,1126.069946
2015-07-10,123.279999,27.280001,44.610001,1143.189941
2015-07-13,125.660004,27.790001,45.540001,1171.390015
2015-07-14,125.610001,28.030001,45.619999,1171.430054
2015-07-15,126.82,28.110001,45.759998,1167.540039
2015-07-16,128.509995,28.32,46.66,1182.98999
2015-07-17,129.619995,28.18,46.619999,1216.0
2015-07-20,132.070007,28.030001,46.919998,1247.910034
2015-07-21,130.75,27.84,47.279999,1235.199951
2015-07-22,125.220001,27.530001,45.540001,1233.969971
2015-07-23,125.160004,28.01,46.110001,1228.959961
2015-07-24,124.5,28.4,45.939999,1197.420044
2015-07-27,122.769997,28.209999,45.349998,1186.079956
2015-07-28,123.379997,28.209999,45.34,1208.089966
2015-07-29,122.989998,28.4,46.290001,1219.430054
2015-07-30,122.370003,28.299999,46.880001,1222.060059
2015-07-31,121.300003,28.42,46.700001,1243.569946
2015-08-03,118.440002,28.360001,46.810001,1240.47998
2015-08-04,114.639999,28.030001,47.540001,1283.98999
2015-08-05,115.400002,28.27,47.580002,1351.209961
2015-08-06,115.129997,28.209999,46.619999,1351.800049
2015-08-07,115.519997,28.15,46.740002,1317.349976
2015-08-10,119.720001,28.59,47.330002,1323.75
2015-08-11,113.489998,28.02,46.41,1307.869995
2015-08-12,115.239998,27.9,46.740002,1294.709961
2015-08-13,115.150002,28.700001,46.73,1285.469971
2015-08-14,115.959999,29.030001,47.0,1283.800049
2015-08-17,117.160004,28.83,47.32,1306.560059
2015-08-18,116.5,28.25,47.27,1291.829956
2015-08-19,115.010002,27.799999,46.610001,1291.349976
2015-08-20,112.650002,27.040001,45.66,1257.540039
2015-08-21,105.760002,26.469999,43.07,1216.920044
2015-08-24,103.120003,25.190001,41.68,1174.119995
2015-08-25,103.739998,24.620001,40.470001,1178.810059
2015-08-26,109.690002,25.68,42.709999,1223.459961
2015-08-27,112.919998,26.17,43.900002,1252.01001
2015-08-28,113.290001,26.0,43.93,1259.390015
2015-08-31,112.760002,25.879999,43.52,1248.640015
2015-09-01,107.720001,25.120001,41.82,1215.359985
2015-09-02,112.339996,25.65,43.360001,1242.869995
2015-09-03,110.370003,25.9,43.5,1240.369995
2015-09-04,109.269997,25.52,42.610001,1245.25
2015-09-08,112.309998,26.299999,43.889999,1280.400024
2015-09-09,110.150002,25.940001,43.07,1276.719971
2015-09-10,112.57,26.26,43.290001,1287.73999
2015-09-11,114.209999,26.02,43.48,1290.410034
2015-09-14,115.309998,25.700001,43.040001,1286.829956
2015-09-15,116.279999,25.98,43.98,1318.800049
2015-09-16,116.410004,26.07,44.299999,1320.47998
2015-09-17,113.919998,25.879999,44.25,1318.0
2015-09-18,113.449997,25.540001,43.48,1294.469971
2015-09-21,115.209999,25.540001,44.110001,1307.47998
2015-09-22,113.400002,25.139999,43.900002,1288.949951
2015-09-23,114.32,25.280001,43.869999,1275.98999
2015-09-24,115.0,25.41,43.91,1281.130005
2015-09-25,114.709999,26.030001,43.939999,1252.76001
2015-09-28,112.440002,25.66,43.290001,1199.140015
2015-09-29,109.059998,25.639999,43.439999,1200.319946
2015-09-30,110.300003,26.25,44.259998,1236.859985
2015-10-01,109.580002,25.73,44.610001,1247.079956
2015-10-02,110.379997,25.76,45.57,1265.680054
2015-10-05,110.779999,26.85,46.630001,1274.859985
2015-10-06,111.309998,27.23,46.75,1275.449951
2015-10-07,110.779999,27.540001,46.799999,1291.579956
2015-10-08,109.5,27.91,47.450001,1304.319946
2015-10-09,112.120003,27.91,47.110001,1313.290039
2015-10-12,111.599998,27.959999,47.0,1347.189941
2015-10-13,111.790001,27.85,46.889999,1345.0
2015-10-14,110.209999,27.82,46.68,1311.079956
2015-10-15,111.860001,28.15,47.009998,1327.290039
2015-10-16,111.040001,28.25,47.509998,1336.569946
2015-10-19,111.730003,28.25,47.619999,1376.130005
2015-10-20,113.769997,28.5,47.77,1372.51001
2015-10-21,113.760002,28.280001,47.200001,1364.290039
2015-10-22,115.5,29.01,48.029999,1354.469971
2015-10-23,119.080002,29.35,52.869999,1366.48999
2015-10-26,115.279999,28.950001,54.25,1416.319946
2015-10-27,114.550003,29.049999,53.689999,1403.280029
2015-10-28,119.269997,29.360001,53.98,1404.52002
2015-10-29,120.529999,29.139999,53.360001,1425.650024
2015-10-30,119.5,28.85,52.639999,1454.23999
2015-11-02,121.18,28.77,53.240002,1467.189941
2015-11-03,122.57,28.610001,54.150002,1464.900024
2015-11-04,122.0,28.469999,54.400002,1469.560059
2015-11-05,120.919998,28.43,54.380001,1462.640015
2015-11-06,121.059998,28.450001,54.919998,1449.900024
2015-11-09,120.57,28.18,54.16,1311.150024
2015-11-10,116.769997,27.98,53.509998,1323.540039
2015-11-11,116.110001,27.82,53.650002,1329.579956
2015-11-12,115.720001,27.83,53.32,1314.01001
2015-11-13,112.339996,26.209999,52.84,1297.75
2015-11-16,114.18,26.790001,53.77,1266.869995
2015-11-17,113.690002,26.809999,52.970001,1258.790039
2015-11-18,117.290001,27.120001,53.849998,1278.5
2015-11-19,118.779999,27.370001,53.939999,1284.650024
2015-11-20,119.300003,27.57,54.189999,1281.530029
2015-11-23,117.75,27.43,54.189999,1264.319946
2015-11-24,118.879997,27.27,54.25,1240.180054
2015-11-25,118.029999,27.24,53.689999,1245.75
2015-11-27,117.809998,27.32,53.93,1244.98999
2015-11-30,118.300003,27.25,54.349998,1248.849976
2015-12-01,117.339996,27.57,55.220001,1282.5
2015-12-02,116.279999,27.440001,55.209999,1275.439941
2015-12-03,115.199997,26.950001,54.200001,1280.079956
2015-12-04,119.029999,27.48,55.91,1300.47998
2015-12-07,118.279999,27.49,55.810001,1302.420044
2015-12-08,118.230003,27.15,55.790001,1303.969971
2015-12-09,115.620003,26.73,54.98,1294.98999
2015-12-10,116.169998,26.77,55.27,1306.5
2015-12-11,113.18,26.16,54.060001,1285.329956
2015-12-14,112.480003,26.49,55.139999,1297.880005
2015-12-15,110.489998,26.85,55.200001,1323.72998
2015-12-16,111.339996,27.24,56.130001,1332.310059
2015-12-17,108.980003,26.719999,55.700001,1313.73999
2015-12-18,106.029999,26.27,54.130001,1285.670044
2015-12-21,107.330002,26.639999,54.830002,1275.709961
2015-12-22,107.230003,26.889999,55.349998,1277.48999
2015-12-23,108.610001,27.4,55.82,1279.050049
2015-12-24,108.029999,27.379999,55.669998,1273.069946
2015-12-28,106.82,27.309999,55.950001,1272.959961
2015-12-29,108.739998,27.77,56.549999,1302.400024
2015-12-30,107.32,27.530001,56.310001,1289.160034
2015-12-31,105.260002,27.16,55.48,1274.949951
2016-01-04,105.349998,26.41,54.799999,1245.369995
2016-01-05,102.709999,26.290001,55.049999,1210.689941
2016-01-06,100.699997,26.01,54.049999,1196.709961
2016-01-07,96.449997,25.41,52.169998,1167.189941
2016-01-08,96.959999,24.780001,52.330002,1136.959961
2016-01-11,98.529999,25.27,52.299999,1136.280029
2016-01-12,99.959999,25.35,52.779999,1148.920044
2016-01-13,97.389999,24.6,51.639999,1098.900024
2016-01-14,99.519997,24.66,53.110001,1121.380005
2016-01-15,97.129997,23.620001,50.990002,1086.73999
2016-01-19,96.660004,23.85,50.560001,1094.5
2016-01-20,96.790001,22.9,50.790001,1081.329956
2016-01-21,96.300003,22.9,50.48,1089.140015
2016-01-22,101.419998,23.370001,52.290001,1118.109985
2016-01-25,99.440002,23.17,51.790001,1097.930054
2016-01-26,99.989998,23.719999,52.169998,1111.540039
2016-01-27,93.419998,23.43,51.220001,1043.699951
2016-01-28,94.089996,23.110001,52.060001,1043.130005
2016-01-29,97.339996,23.790001,55.09,1064.969971
2016-02-01,96.43,23.48,54.709999,1084.869995
2016-02-02,94.480003,22.83,53.0,1066.790039
2016-02-03,96.349998,23.1,52.16,1049.160034
2016-02-04,96.599998,23.540001,52.0,1069.099976
2016-02-05,94.019997,22.889999,50.16,1015.549988
2016-02-08,95.010002,22.93,49.41,973.799988
2016-02-09,94.989998,22.65,49.279999,991.289978
2016-02-10,94.269997,22.51,49.709999,1032.77002
2016-02-11,93.699997,24.68,49.689999,1055.23999
2016-02-12,93.989998,25.110001,50.5,1058.01001
2016-02-16,96.639999,25.84,51.09,1110.680054
2016-02-17,98.120003,26.459999,52.419998,1235.560059
2016-02-18,96.260002,26.43,52.189999,1251.949951
2016-02-19,96.040001,26.549999,51.82,1283.73999
2016-02-22,96.879997,26.629999,52.650002,1288.420044
2016-02-23,94.690002,26.120001,51.18,1261.890015
2016-02-24,96.099998,26.32,51.360001,1264.209961
2016-02-25,96.760002,26.6,52.099998,1263.410034
2016-02-26,96.910004,26.41,51.299999,1254.27002
2016-02-29,96.690002,26.18,50.880001,1265.209961
2016-03-01,100.529999,26.83,52.580002,1295.920044
2016-03-02,100.75,26.9,52.950001,1301.369995
2016-03-03,101.5,26.870001,52.349998,1303.040039
2016-03-04,103.010002,26.799999,52.029999,1297.709961
2016-03-07,101.870003,27.139999,51.029999,1291.430054
2016-03-08,101.029999,27.049999,51.650002,1282.77002
2016-03-09,101.120003,27.610001,52.84,1291.890015
2016-03-10,101.169998,27.379999,52.049999,1293.77002
2016-03-11,102.260002,27.860001,53.07,1326.869995
2016-03-14,102.519997,27.700001,53.169998,1325.72998
2016-03-15,104.580002,27.66,53.59,1332.130005
2016-03-16,105.970001,27.879999,54.349998,1350.98999
2016-03-17,105.800003,28.190001,54.66,1346.859985
2016-03-18,105.919998,28.33,53.490002,1344.219971
2016-03-21,105.910004,28.190001,53.860001,1350.51001
2016-03-22,106.720001,28.280001,54.07,1319.410034
2016-03-23,106.129997,27.83,53.970001,1306.109985
2016-03-24,105.669998,27.959999,54.209999,1301.189941
2016-03-28,105.190002,27.9,53.540001,1287.030029
2016-03-29,107.68,28.1,54.709999,1307.890015
2016-03-30,109.559998,28.459999,55.049999,1317.030029
2016-03-31,108.989998,28.469999,55.23,1288.959961
