Date,AAPL,AMZN,BAC,C,CRM,GOOG,JPM,MS,MSFT,PCLN
2016-01-04,101.790649,636.98999,15.993037,50.149845,76.709999,741.840027,60.824501,30.28862,52.433533,1245.369995
2016-01-05,99.239845,633.789978,15.993037,49.885014,77.050003,742.580017,60.929668,30.096193,52.672737,1210.689941
2016-01-06,97.29776,632.650024,15.652348,49.159195,76.290001,743.619995,60.050102,29.345711,51.715916,1196.709961
2016-01-07,93.191338,607.940002,15.087772,46.648285,74.300003,726.390015,57.621708,27.883236,49.917099,1167.189941
2016-01-08,93.68412,607.049988,14.795751,45.245693,73.230003,714.469971,56.331024,27.305943,50.070198,1136.959961
2016-01-11,95.201073,617.73999,14.902827,45.951885,73.18,716.030029,56.244976,27.382912,50.041489,1136.280029
2016-01-12,96.582756,617.890015,14.902827,45.981308,74.459999,726.070007,56.369267,27.382912,50.500759,1148.920044
2016-01-13,94.099594,581.809998,14.50373,44.323715,72.349998,700.559998,54.820446,25.872334,49.409988,1098.900024
2016-01-14,96.157608,593.0,14.591336,44.510067,73.07,714.719971,55.642662,26.122492,50.816513,1121.380005
2016-01-15,93.848373,570.179993,14.075431,41.655853,70.860001,694.450012,54.53363,24.98715,48.788059,1086.73999
2016-01-19,93.394257,574.47998,13.861282,41.136013,70.800003,701.789978,54.504955,25.266172,48.376629,1094.5
2016-01-20,93.519867,571.77002,13.32591,39.71381,70.330002,698.450012,53.070862,24.284777,48.596699,1081.329956
2016-01-21,93.046417,575.02002,13.004685,39.380329,69.510002,706.590027,52.822281,23.84219,48.300083,1089.140015
2016-01-22,97.993423,596.380005,13.199368,40.272881,71.550003,725.25,54.447586,24.640779,50.031921,1118.109985
2016-01-25,96.080322,596.530029,12.615324,38.791828,69.919998,711.669983,53.214275,24.034618,49.553509,1097.930054
2016-01-26,96.61174,601.25,12.956017,39.723618,69.870003,713.039978,54.571877,24.525314,49.917099,1111.540039
2016-01-27,90.263725,583.349976,13.004685,39.782471,67.43,699.98999,54.53363,24.554354,49.008129,1043.699951
2016-01-28,90.911087,635.349976,13.170165,39.664619,65.690002,730.960022,54.763092,24.360783,49.811855,1043.130005
2016-01-29,94.05127,587.0,13.763942,41.815296,68.059998,742.950012,56.88554,25.047955,52.711006,1064.969971
2016-02-01,93.172028,574.809998,13.58873,41.717087,68.440002,752.0,56.273663,24.883421,52.347412,1084.869995
2016-02-02,91.28791,552.099976,12.878142,39.69408,64.519997,764.650024,54.524071,23.71232,50.711258,1066.790039
2016-02-03,93.094734,531.070007,12.683462,39.635162,65.339996,726.950012,54.887371,23.538109,49.907536,1049.160034
2016-02-04,93.842743,536.26001,12.897613,40.057442,67.199997,708.01001,55.833878,24.205925,49.754448,1069.099976
2016-02-05,91.336388,502.130005,12.605591,39.144142,58.509998,683.570007,55.212437,23.567144,47.993904,1015.549988
2016-02-08,92.298134,488.100006,11.943675,37.130959,54.049999,682.73999,54.055603,21.941154,47.276287,973.799988
