Date,AAPL,MSFT,PCLN
2015-04-17,118.983627,39.043194,1187.530029
2015-04-20,121.701889,40.253326,1191.420044
2015-04-21,121.0438,40.000038,1194.26001
2015-04-22,122.674751,40.328373,1212.900024
2015-04-23,123.676208,40.656704,1221.099976
2015-04-24,124.257996,44.906242,1233.089966
2015-04-27,126.518456,45.056332,1253.199951
2015-04-28,124.525078,46.116375,1242.119995
2015-04-29,122.693825,46.022568,1248.51001
2015-04-30,119.365135,45.628563,1237.810059
2015-05-01,122.989487,45.647331,1260.430054
2015-05-04,122.751053,45.253326,1267.459961
2015-05-05,119.985092,44.652954,1263.319946
2015-05-06,119.231606,43.414684,1264.150024
2015-05-07,119.969086,43.808681,1213.48999
2015-05-08,122.229424,44.793667,1204.76001
2015-05-11,120.984306,44.437195,1186.380005
2015-05-12,120.553329,44.418427,1183.469971
2015-05-13,120.687416,44.681099,1177.75
2015-05-14,123.503227,45.703613,1190.089966
2015-05-15,123.330833,45.309616,1198.800049
2015-05-18,124.690865,45.037567,1216.839966
2015-05-19,124.575912,44.924271,1213.660034
2015-05-20,124.566338,44.924271,1208.180054
2015-05-21,125.840164,44.773201,1212.630005
2015-05-22,126.941574,44.282227,1208.5
2015-05-26,124.14492,43.989521,1195.780029
2015-05-27,126.462708,44.952595,1197.76001
2015-05-28,126.213676,44.801529,1190.550049
2015-05-29,124.777046,44.244453,1172.040039
2015-06-01,125.026062,44.593803,1166.660034
2015-06-02,124.470581,44.301109,1196.02002
2015-06-03,124.623802,44.235012,1193.709961
2015-06-04,123.895912,43.772362,1185.73999
2015-06-05,123.215904,43.564648,1178.160034
2015-06-08,122.401802,43.177528,1164.050049
2015-06-09,122.037849,43.101997,1163.27002
2015-06-10,123.436188,44.008411,1179.939941
2015-06-11,123.158417,43.847897,1181.930054
2015-06-12,121.798416,43.404137,1174.170044
2015-06-15,121.558975,42.941483,1175.359985
2015-06-16,122.210251,43.271946,1176.199951
2015-06-17,121.92292,43.404137,1163.569946
2015-06-18,122.478409,44.112274,1173.959961
2015-06-19,121.252487,43.526875,1158.459961
2015-06-22,122.219826,43.64962,1150.390015
2015-06-23,121.664322,43.347481,1155.949951
2015-06-24,122.698708,43.092552,1154.920044
2015-06-25,122.114471,43.101997,1149.189941
2015-06-26,121.396149,42.733753,1140.900024
2015-06-29,119.269913,41.893436,1107.72998
2015-06-30,120.131905,41.685722,1151.369995
2015-07-01,121.252487,41.968971,1150.349976
2015-07-02,121.099236,41.921768,1143.069946
2015-07-06,120.677834,41.912315,1141.430054
2015-07-07,120.380928,41.827347,1145.01001
2015-07-08,117.392715,41.770699,1116.939941
2015-07-09,114.998314,42.035069,1126.069946
2015-07-10,118.072723,42.120037,1143.189941
2015-07-13,120.352196,42.998135,1171.390015
2015-07-14,120.304298,43.073662,1171.430054
2015-07-15,121.463196,43.205849,1167.540039
2015-07-16,123.081818,44.055618,1182.98999
2015-07-17,124.14492,44.017853,1216.0
2015-07-20,126.491463,44.301109,1247.910034
2015-07-21,125.227188,44.641014,1235.199951
2015-07-22,119.930779,42.998135,1233.969971
2015-07-23,119.873306,43.53632,1228.959961
2015-07-24,119.241196,43.375801,1197.420044
2015-07-27,117.584259,42.818733,1186.079956
2015-07-28,118.168503,42.809303,1208.089966
2015-07-29,117.794968,43.706272,1219.430054
2015-07-30,117.201164,44.26334,1222.060059
2015-07-31,116.176353,44.093388,1243.569946
2015-08-03,113.437157,44.19725,1240.47998
2015-08-04,109.797668,44.886497,1283.98999
2015-08-05,110.525574,44.924271,1351.209961
2015-08-06,110.76609,44.017853,1351.800049
2015-08-07,111.141319,44.131153,1317.349976
2015-08-10,115.182114,44.688225,1323.75
2015-08-11,109.188248,43.819569,1307.869995
2015-08-12,110.871918,44.131153,1294.709961
2015-08-13,110.785339,44.121716,1285.469971
2015-08-14,111.564629,44.37664,1283.800049
2015-08-17,112.719162,44.67878,1306.560059
2015-08-18,112.084152,44.925888,1291.829956
2015-08-19,110.650642,44.298618,1291.349976
2015-08-20,108.380096,43.395733,1257.540039
2015-08-21,101.751259,40.934166,1216.920044
2015-08-24,99.211334,39.613098,1174.119995
2015-08-25,99.807816,38.463104,1178.810059
2015-08-26,105.532295,40.592014,1223.459961
2015-08-27,108.639862,41.723003,1252.01001
2015-08-28,108.995834,41.751518,1259.390015
2015-08-31,108.485931,41.361858,1248.640015
2015-09-01,103.636963,39.746147,1215.359985
2015-09-02,108.081833,41.209785,1242.869995
2015-09-03,106.186516,41.342838,1240.369995
2015-09-04,105.128212,40.496979,1245.25
2015-09-08,108.052979,41.713501,1280.400024
2015-09-09,105.974854,40.934166,1276.719971
2015-09-10,108.303116,41.143253,1287.73999
2015-09-11,109.880959,41.32383,1290.410034
2015-09-14,110.939262,40.905655,1286.829956
2015-09-15,111.872498,41.799038,1318.800049
2015-09-16,111.997581,42.103172,1320.47998
2015-09-17,109.601952,42.055649,1318.0
2015-09-18,109.149773,41.32383,1294.469971
2015-09-21,110.843056,41.922592,1307.47998
2015-09-22,109.101662,41.723003,1288.949951
2015-09-23,109.986801,41.694489,1275.98999
2015-09-24,110.641022,41.73251,1281.130005
2015-09-25,110.362015,41.761021,1252.76001
2015-09-28,108.178062,41.143253,1199.140015
2015-09-29,104.926178,41.285816,1200.319946
2015-09-30,106.119179,42.065155,1236.859985
2015-10-01,105.42646,42.397797,1247.079956
2015-10-02,106.196136,43.310192,1265.680054
2015-10-05,106.580978,44.317627,1274.859985
2015-10-06,107.090881,44.431675,1275.449951
2015-10-07,106.580978,44.479198,1291.579956
2015-10-08,105.349495,45.096962,1304.319946
2015-10-09,107.870178,44.773827,1313.290039
2015-10-12,107.369888,44.669281,1347.189941
2015-10-13,107.552696,44.564732,1345.0
2015-10-14,106.032578,44.365143,1311.079956
2015-10-15,107.620049,44.67878,1327.290039
2015-10-16,106.831116,45.153984,1336.569946
2015-10-19,107.494957,45.25853,1376.130005
2015-10-20,109.457634,45.401089,1372.51001
2015-10-21,109.448021,44.85936,1364.290039
2015-10-22,111.122078,45.648201,1354.469971
2015-10-23,114.566376,50.248184,1366.48999
2015-10-26,110.910416,51.55975,1416.319946
2015-10-27,110.208076,51.027523,1403.280029
2015-10-28,114.749161,51.303135,1404.52002
2015-10-29,115.961411,50.71389,1425.650024
2015-10-30,114.970459,50.029591,1454.23999
2015-11-02,116.586769,50.599834,1467.189941
2015-11-03,117.924095,51.46471,1464.900024
2015-11-04,117.375694,51.702312,1469.560059
2015-11-05,116.834602,51.683304,1462.640015
2015-11-06,116.969872,52.196522,1449.900024
2015-11-09,116.496429,51.474209,1311.150024
2015-11-10,112.824814,50.856441,1323.540039
2015-11-11,112.187119,50.989502,1329.579956
2015-11-12,111.810295,50.675869,1314.01001
2015-11-13,108.544479,50.219673,1297.75
2015-11-16,110.322327,51.103554,1266.869995
2015-11-17,109.848885,50.682556,1258.790039
2015-11-18,113.327248,51.524551,1278.5
2015-11-19,114.766914,51.610664,1284.650024
2015-11-20,115.269348,51.849869,1281.530029
2015-11-23,113.771706,51.849869,1264.319946
2015-11-24,114.863525,51.907284,1240.180054
2015-11-25,114.042252,51.37146,1245.75
2015-11-27,113.829681,51.601093,1244.98999
2015-11-30,114.303123,52.00296,1248.849976
2015-12-01,113.375557,52.835396,1282.5
2015-12-02,112.351372,52.825821,1275.439941
2015-12-03,111.307861,51.85944,1280.079956
2015-12-04,115.008461,53.495594,1300.47998
2015-12-07,114.283798,53.399914,1302.420044
2015-12-08,114.235489,53.380775,1303.969971
2015-12-09,111.713676,52.605755,1294.98999
2015-12-10,112.245087,52.883236,1306.5
2015-12-11,109.356125,51.725483,1285.329956
2015-12-14,108.679771,52.758842,1297.880005
2015-12-15,106.756989,52.816257,1323.72998
2015-12-16,107.57827,53.706093,1332.310059
2015-12-17,105.298019,53.294666,1313.73999
2015-12-18,102.44767,51.792465,1285.670044
2015-12-21,103.703766,52.462234,1275.709961
2015-12-22,103.607155,52.959778,1277.48999
2015-12-23,104.940506,53.409485,1279.050049
2015-12-24,104.380112,53.265953,1273.069946
2015-12-28,103.210999,53.533871,1272.959961
2015-12-29,105.066116,54.107956,1302.400024
2015-12-30,103.694107,53.878323,1289.160034
2015-12-31,101.703697,53.084164,1274.949951
2016-01-04,101.790649,52.433533,1245.369995
2016-01-05,99.239845,52.672737,1210.689941
2016-01-06,97.29776,51.715916,1196.709961
2016-01-07,93.191338,49.917099,1167.189941
2016-01-08,93.68412,50.070198,1136.959961
2016-01-11,95.201073,50.041489,1136.280029
2016-01-12,96.582756,50.500759,1148.920044
2016-01-13,94.099594,49.409988,1098.900024
2016-01-14,96.157608,50.816513,1121.380005
2016-01-15,93.848373,48.788059,1086.73999
2016-01-19,93.394257,48.376629,1094.5
2016-01-20,93.519867,48.596699,1081.329956
2016-01-21,93.046417,48.300083,1089.140015
2016-01-22,97.993423,50.031921,1118.109985
2016-01-25,96.080322,49.553509,1097.930054
2016-01-26,96.61174,49.917099,1111.540039
2016-01-27,90.263725,49.008129,1043.699951
2016-01-28,90.911087,49.811855,1043.130005
2016-01-29,94.05127,52.711006,1064.969971
2016-02-01,93.172028,52.347412,1084.869995
2016-02-02,91.28791,50.711258,1066.790039
2016-02-03,93.094734,49.907536,1049.160034
2016-02-04,93.842743,49.754448,1069.099976
2016-02-05,91.336388,47.993904,1015.549988
2016-02-08,92.298134,47.276287,973.799988
2016-02-09,92.278694,47.151901,991.289978
2016-02-10,91.579254,47.563332,1032.77002
2016-02-11,91.025528,47.544201,1055.23999
2016-02-12,91.307251,48.319218,1058.01001
2016-02-16,93.881607,49.234718,1110.680054
2016-02-17,95.319359,50.516418,1235.560059
2016-02-18,93.512459,50.294781,1251.949951
2016-02-19,93.298737,49.938213,1283.73999
2016-02-22,94.114754,50.738071,1288.420044
2016-02-23,91.987267,49.321453,1261.890015
2016-02-24,93.357018,49.494919,1264.209961
2016-02-25,93.998184,50.208042,1263.410034
2016-02-26,94.143906,49.437096,1254.27002
2016-02-29,93.930183,49.032349,1265.209961
2016-03-01,97.660561,50.670616,1295.920044
2016-03-02,97.874298,51.027176,1301.369995
2016-03-03,98.602882,50.448967,1303.040039
2016-03-04,100.069786,50.140583,1297.709961
2016-03-07,98.962318,49.176895,1291.430054
2016-03-08,98.146294,49.774391,1282.77002
2016-03-09,98.233734,50.921169,1291.890015
2016-03-10,98.282295,50.159859,1293.77002
2016-03-11,99.341187,51.142818,1326.869995
2016-03-14,99.593773,51.239185,1325.72998
2016-03-15,101.594978,51.643936,1332.130005
2016-03-16,102.945305,52.376339,1350.98999
2016-03-17,102.780144,52.675079,1346.859985
2016-03-18,102.896729,51.547573,1344.219971
2016-03-21,102.887009,51.904137,1350.51001
2016-03-22,103.673882,52.106506,1319.410034
2016-03-23,103.100731,52.010139,1306.109985
2016-03-24,102.653854,52.241425,1301.189941
2016-03-28,102.187561,51.595753,1287.030029
2016-03-29,104.606491,52.723263,1307.890015
2016-03-30,106.432831,53.050919,1317.030029
2016-03-31,105.879097,53.224377,1288.959961
