Date,KO,MSFT,PCLN,PEP
2017-02-10,39.58168,62.916569,1646.51001,103.930092
2017-02-13,39.620693,63.624386,1646.180054,104.341492
2017-02-14,39.532906,63.861748,1637.290039,104.733322
2017-02-15,39.445126,63.822189,1648.959961,104.547218
2017-02-16,40.186428,63.812298,1648.880005,105.908783
2017-02-17,40.215687,63.911205,1637.400024,105.938171
2017-02-21,40.440025,63.782627,1647.0,107.123421
2017-02-22,40.57658,63.654053,1651.73999,107.172401
2017-02-23,40.635105,63.911205,1637.26001,107.299736
2017-02-24,40.752155,63.911205,1631.619995,107.583809
2017-02-27,40.644863,63.525482,1632.01001,107.035263
2017-02-28,40.927727,63.278221,1724.130005,108.122551
2017-03-01,41.12281,64.227699,1733.180054,108.224144
2017-03-02,41.425182,63.307896,1734.369995,108.598923
2017-03-03,41.434937,63.545258,1735.099976,109.042747
2017-03-06,41.142315,63.565041,1730.209961,108.125519
2017-03-07,40.956993,63.693615,1736.459961,107.819771
2017-03-08,40.956993,64.277138,1743.48999,107.800049
2017-03-09,40.996006,64.020004,1749.420044,107.52388
2017-03-10,41.249615,64.217804,1754.23999,108.08606
2017-03-13,41.357853,64.000214,1767.119995,107.908539
2017-03-14,41.298813,63.70351,1769.0,107.839493
2017-03-15,41.446411,64.03978,1767.97998,109.585205
2017-03-16,41.574333,63.930984,1773.97998,109.614799
2017-03-17,41.357853,64.158463,1772.630005,109.861359
2017-03-20,41.505455,64.217804,1765.439941,109.624657
2017-03-21,41.820335,63.505699,1747.140015,110.236145
2017-03-22,41.702255,64.316704,1751.98999,110.482712
2017-03-23,41.495609,64.158463,1748.329956,110.24601
2017-03-24,41.446411,64.267258,1753.109985,110.581345
2017-03-27,41.643215,64.385933,1772.0,110.295326
2017-03-28,41.751457,64.573853,1788.449951,110.906807
2017-03-29,41.741611,64.751884,1785.050049,110.887093
2017-03-30,41.918736,64.98925,1789.199951,110.640526
2017-03-31,41.761292,65.137604,1779.969971,110.324913
2017-04-03,41.731777,64.831001,1773.98999,110.324913
2017-04-04,41.997459,65.009033,1767.380005,110.541893
2017-04-05,41.889214,64.840889,1761.77002,110.403816
2017-04-06,41.987614,65.009033,1773.52002,110.048752
2017-04-07,41.928577,64.959579,1769.560059,110.078339
2017-04-10,42.007294,64.811218,1775.969971,110.482712
2017-04-11,41.977779,64.761772,1768.400024,110.196701
2017-04-12,42.253296,64.514511,1750.01001,112.050896
2017-04-13,42.105698,64.237579,1738.77002,111.133659
2017-04-17,42.381218,64.761772,1770.609985,111.76487
2017-04-18,42.784664,64.67276,1763.310059,112.7117
2017-04-19,42.538662,64.326599,1763.199951,112.06076
2017-04-20,42.400902,64.781548,1760.800049,112.031166
2017-04-21,42.381218,65.671677,1752.01001,111.873367
2017-04-24,42.58786,66.789284,1798.619995,112.751152
2017-04-25,42.420582,67.175003,1799.089966,112.593346
2017-04-26,42.548504,67.085999,1804.119995,111.774734
2017-04-27,42.322178,67.521164,1835.869995,111.094208
2017-04-28,42.459942,67.709076,1846.819946,111.725426
