Date,KO,MSFT,PCLN,PEP
2017-06-28,45.32,69.800003,1890.209961,116.379997
2017-06-29,44.830002,68.489998,1876.98999,115.18
2017-06-30,44.849998,68.93,1870.52002,115.489998
2017-07-03,44.759998,68.169998,1843.130005,115.440002
2017-07-05,44.82,69.080002,1866.01001,115.300003
2017-07-06,44.400002,68.57,1872.300049,115.129997
2017-07-07,44.389999,69.459999,1918.5,115.510002
2017-07-10,44.380001,69.980003,1921.819946,114.269997
2017-07-11,44.330002,69.989998,1929.150024,113.739998
2017-07-12,44.509998,71.150002,1946.180054,114.769997
2017-07-13,44.43,71.769997,1940.699951,114.019997
2017-07-14,44.68,72.779999,1950.869995,114.93
2017-07-17,44.73,73.349998,1945.459961,114.93
2017-07-18,44.669998,73.300003,1976.23999,115.010002
2017-07-19,44.830002,73.860001,1992.099976,115.339996
2017-07-20,44.82,74.220001,1999.219971,115.510002
2017-07-21,45.029999,73.790001,1994.890015,116.629997
2017-07-24,44.84,73.599998,2002.01001,116.129997
2017-07-25,45.240002,74.190002,2016.910034,116.449997
2017-07-26,45.740002,74.050003,2033.209961,117.190002
2017-07-27,46.119999,73.160004,2025.089966,117.339996
2017-07-28,46.009998,73.040001,2024.060059,116.610001
2017-07-31,45.84,72.699997,2028.5,116.610001
2017-08-01,45.700001,72.580002,2024.589966,115.919998
2017-08-02,45.59,72.260002,2021.369995,115.610001
2017-08-03,45.669998,72.150002,2027.97998,116.300003
2017-08-04,45.5,72.68,2032.77002,116.370003
2017-08-07,45.639999,72.400002,2042.640015,116.959999
2017-08-08,45.599998,72.790001,2049.0,116.709999
2017-08-09,45.59,72.470001,1906.800049,116.629997
2017-08-10,45.740002,71.410004,1849.619995,116.379997
2017-08-11,45.59,72.5,1854.170044,116.510002
2017-08-14,45.799999,73.589996,1873.949951,117.839996
2017-08-15,46.189999,73.220001,1860.839966,118.970001
2017-08-16,46.200001,73.650002,1855.719971,119.099998
2017-08-17,45.860001,72.400002,1812.969971,118.389999
2017-08-18,45.669998,72.489998,1810.0,117.599998
2017-08-21,45.68,72.150002,1801.540039,118.260002
2017-08-22,45.599998,73.160004,1818.199951,117.919998
2017-08-23,45.540001,72.720001,1813.02002,117.290001
2017-08-24,45.41,72.690002,1815.51001,116.220001
2017-08-25,45.57,72.82,1793.47998,115.849998
2017-08-28,45.419998,72.830002,1789.910034,115.540001
2017-08-29,45.450001,73.050003,1807.060059,115.839996
2017-08-30,45.389999,74.010002,1813.0,115.150002
2017-08-31,45.549999,74.769997,1852.079956,115.730003
2017-09-01,45.779999,73.940002,1850.819946,115.839996
2017-09-05,45.919998,73.610001,1842.890015,115.870003
2017-09-06,45.959999,73.400002,1842.449951,116.349998
2017-09-07,46.279999,74.339996,1845.369995,116.989998
2017-09-08,46.299999,73.980003,1838.569946,115.040001
2017-09-11,46.52,74.760002,1868.859985,115.690002
