Date,AAPL,AMZN,BAC,C,CRM,GOOG,JPM,MS,MSFT,PCLN
2015-10-22,115.5,563.909973,16.16,52.509998,77.370003,651.789978,63.189999,32.349998,48.029999,1354.469971
2015-10-23,119.080002,599.030029,16.52,53.639999,78.559998,702.0,63.869999,32.619999,52.869999,1366.48999
2015-10-26,115.279999,608.609985,16.51,53.110001,78.220001,712.780029,63.900002,32.549999,54.25,1416.319946
2015-10-27,114.550003,611.01001,16.4,52.610001,77.75,708.48999,63.639999,32.23,53.689999,1403.280029
2015-10-28,119.269997,617.099976,17.280001,54.73,78.529999,712.950012,65.5,33.439999,53.98,1404.52002
2015-10-29,120.529999,626.549988,17.09,53.66,78.139999,716.919983,65.209999,33.540001,53.360001,1425.650024
2015-10-30,119.5,625.900024,16.780001,53.169998,77.709999,710.809998,64.25,32.970001,52.639999,1454.23999
2015-11-02,121.18,628.349976,17.059999,53.830002,79.199997,721.109985,65.540001,33.48,53.240002,1467.189941
2015-11-03,122.57,625.309998,17.18,54.16,78.629997,722.159973,65.779999,33.290001,54.150002,1464.900024
2015-11-04,122.0,640.950012,17.01,53.830002,78.389999,728.109985,65.849998,33.400002,54.400002,1469.560059
2015-11-05,120.919998,655.650024,17.309999,54.150002,78.709999,731.25,66.440002,33.880001,54.380001,1462.640015
2015-11-06,121.059998,659.369995,17.950001,55.869999,79.410004,733.76001,68.459999,35.41,54.919998,1449.900024
2015-11-09,120.57,655.48999,17.68,55.709999,78.220001,724.890015,67.389999,35.110001,54.16,1311.150024
2015-11-10,116.769997,659.679993,17.85,55.799999,78.25,728.320007,67.68,35.240002,53.509998,1323.540039
2015-11-11,116.110001,673.25,17.75,54.900002,78.709999,735.400024,67.349998,35.02,53.650002,1329.579956
2015-11-12,115.720001,665.599976,17.370001,53.459999,78.300003,731.22998,66.0,34.23,53.32,1314.01001
2015-11-13,112.339996,642.349976,17.200001,53.169998,75.599998,717.0,65.559998,33.93,52.84,1297.75
2015-11-16,114.18,647.809998,17.43,53.689999,76.260002,728.960022,66.510002,34.049999,53.77,1266.869995
2015-11-17,113.690002,643.299988,17.42,53.490002,77.239998,725.299988,66.129997,33.59,52.970001,1258.790039
2015-11-18,117.290001,663.539978,17.84,54.98,77.349998,740.0,67.449997,34.25,53.849998,1278.5
2015-11-19,118.779999,661.27002,17.690001,55.060001,80.639999,738.409973,67.660004,34.169998,53.939999,1284.650024
2015-11-20,119.300003,668.450012,17.65,54.75,80.989998,756.599976,67.540001,33.91,54.189999,1281.530029
2015-11-23,117.75,678.98999,17.469999,54.279999,80.779999,755.97998,66.879997,33.639999,54.189999,1264.319946
2015-11-24,118.879997,671.150024,17.469999,54.18,80.389999,748.280029,66.779999,33.59,54.25,1240.180054
2015-11-25,118.029999,675.340027,17.440001,54.080002,80.410004,748.150024,66.860001,33.610001,53.689999,1245.75
2015-11-27,117.809998,673.26001,17.48,54.209999,79.970001,750.26001,67.169998,33.779999,53.93,1244.98999
2015-11-30,118.300003,664.799988,17.43,54.09,79.690002,742.599976,66.68,34.299999,54.349998,1248.849976
2015-12-01,117.339996,679.059998,17.809999,54.880001,81.010002,767.039978,67.610001,35.27,55.220001,1282.5
2015-12-02,116.279999,676.01001,17.620001,54.139999,80.879997,762.380005,66.660004,34.889999,55.209999,1275.439941
2015-12-03,115.199997,666.25,17.299999,53.509998,79.93,752.539978,65.800003,34.450001,54.200001,1280.079956
2015-12-04,119.029999,672.640015,17.799999,55.09,82.139999,766.809998,67.889999,35.32,55.91,1300.47998
2015-12-07,118.279999,669.830017,17.540001,54.400002,80.68,763.25,67.0,34.68,55.810001,1302.420044
2015-12-08,118.230003,677.330017,17.190001,53.389999,81.080002,762.369995,65.959999,34.060001,55.790001,1303.969971
2015-12-09,115.620003,664.789978,17.1,52.810001,79.709999,751.609985,65.459999,33.369999,54.98,1294.98999
2015-12-10,116.169998,662.320007,17.200001,52.650002,79.379997,749.460022,65.610001,33.419998,55.27,1306.5
2015-12-11,113.18,640.150024,16.73,51.110001,76.870003,738.869995,64.07,32.080002,54.060001,1285.329956
2015-12-14,112.480003,657.909973,16.799999,51.099998,76.989998,747.77002,64.269997,31.879999,55.139999,1297.880005
2015-12-15,110.489998,658.640015,17.42,52.52,77.370003,743.400024,66.099998,32.84,55.200001,1323.72998
2015-12-16,111.339996,675.77002,17.75,53.900002,78.889999,758.090027,67.529999,33.610001,56.130001,1332.310059
2015-12-17,108.980003,670.650024,17.299999,52.84,78.43,749.429993,66.279999,32.380001,55.700001,1313.73999
2015-12-18,106.029999,664.140015,16.76,51.209999,77.029999,739.309998,64.400002,31.290001,54.130001,1285.670044
2015-12-21,107.330002,664.51001,16.969999,51.790001,77.290001,747.77002,65.540001,31.68,54.830002,1275.709961
2015-12-22,107.230003,663.150024,17.08,52.009998,77.860001,750.0,65.68,32.220001,55.349998,1277.48999
2015-12-23,108.610001,663.700012,17.34,52.630001,78.040001,750.309998,66.730003,32.599998,55.82,1279.050049
2015-12-24,108.029999,662.789978,17.27,52.709999,77.830002,748.400024,66.599998,32.48,55.669998,1273.069946
2015-12-28,106.82,675.200012,17.129999,52.380001,78.199997,762.51001,66.379997,32.169998,55.950001,1272.959961
