Date,AAL,ADM,AES,AGN,ALKS,AMAT,AMD,AMGN,APD,ARNC,AVT,AXP,AXS,BAC,BC,BEN,CA,CAH,CASY,CELG,CL,CMCSA,COLM,CRI,CSCO,CVS,CVX,CXO,DIS,DISH,EGN,ETR,F,FCNCA,FLS,FSLR,FTI,GE,GPC,GPS,GRMN,GWR,GWW,HAIN,HAS,HD,HHC,HOG,HRL,INTC,JLL,JNJ,JWN,KMB,KMI,KSS,LAZ,LEG,LLY,LMT,LNG,LOW,LPX,LUK,LVLT,LYB,M,MAS,MD,MDLZ,MDT,MLM,MMM,MO,MS,MUR,NFX,NKE,NUAN,NWL,NWS,OTEX,PAG,PCLN,PDCO,PEP,PM,QCOM,RPM,RTN,SEE,SJM,SKX,SLB,SNA,SON,STX,SWKS,KHC,HPE,T,TAP,TGT,TRIP,TWTR,UAL,UHS,UNP,VIA,VMC,VRSK,VSAT,WAB,WHR,WPX,WTM,XOM,XRAY,Y
2015-01-02,52.522354,48.102367,12.340727,256.730408,58.240002,23.874666,2.67,149.572357,125.523994,34.951889,40.941017,88.572037,47.251919,17.21365,49.417496,52.819675,28.007423,75.930328,86.960144,113.519997,64.94973,26.357395,42.909946,82.942093,25.167488,90.425812,100.093475,101.010002,90.569359,72.269997,63.158562,77.214348,13.228557,247.693497,57.083759,44.549999,41.246117,22.878813,98.584137,38.04435,45.389957,89.099998,239.889343,56.939999,51.366661,97.532379,130.550003,61.139381,24.379103,33.426937,149.438385,96.810455,67.785782,106.229218,38.738991,52.992733,44.303944,39.032974,65.172867,178.959686,71.32,64.64534,16.540001,21.857513,49.349998,72.083908,58.775639,21.125765,66.080002,35.104279,67.911972,108.091942,152.875549,44.131454,36.674358,44.966167,26.6,45.741844,14.14,36.080036,14.411404,27.054747,45.832939,1142.060059,45.572365,87.318222,71.95314,67.46743,46.954411,101.61422,41.246674,94.438988,18.58,79.236969,130.561813,39.946671,55.279896,70.832298,,,29.030552,70.166428,68.7239,74.589996,36.560001,66.339996,109.968178,111.115242,70.312889,65.805603,63.970001,61.959999,86.056694,181.603928,11.91,629.55957,84.283142,51.168221,462.100006
2015-01-05,52.49313,46.437923,11.989422,254.312958,59.380001,23.109455,2.66,147.794952,121.510483,32.926968,40.424473,86.229668,46.69976,16.713585,49.049568,51.068218,28.089561,75.496498,85.054832,111.93,64.469917,25.921965,43.258415,81.370049,24.666143,89.532013,96.092575,96.110001,89.245834,70.440002,59.393414,76.633331,12.711815,238.513092,55.160229,41.830002,39.632446,22.458847,97.954811,38.289627,44.138241,86.0,234.02417,55.540001,51.516174,95.486099,125.260002,59.940575,23.944605,33.050003,145.084381,96.1343,66.842979,105.622467,37.689301,52.672585,42.969433,38.58857,64.531006,175.238144,69.190002,63.098427,16.190001,21.142776,48.57,68.455864,58.274578,20.762539,65.699997,34.579479,67.628525,103.684387,149.427811,43.87912,35.527985,42.570469,24.9,45.005394,14.04,35.660721,14.084312,26.60787,45.039177,1097.579956,45.394016,86.661758,71.411407,67.149529,46.021843,100.311172,40.657429,92.897568,18.933332,77.091164,128.214767,39.386116,54.986835,69.682678,,,28.756275,69.738945,67.492302,72.730003,36.380001,66.150002,107.718658,107.358643,68.39341,63.988037,63.139999,59.98,84.110527,177.859131,10.87,615.613647,81.976997,50.813503,452.119995
2015-01-06,51.674747,45.52248,11.71919,252.807037,60.93,22.239025,2.63,143.033417,121.467323,33.169083,39.314854,84.391953,46.400276,16.213526,48.613873,50.068748,27.624136,74.685425,84.429512,110.510002,63.792583,25.583809,42.977707,79.933029,24.65703,89.598579,96.048119,94.18,88.772461,68.669998,59.043865,76.492477,12.591244,234.678848,54.442501,40.860001,38.80788,21.974977,93.938156,37.78091,43.603027,84.300003,230.706207,55.080002,50.843372,95.193748,120.379997,59.224998,23.765139,32.434055,144.393234,95.661926,66.419167,104.60199,36.947285,52.601444,41.033951,38.708923,64.85659,174.414185,67.32,63.241665,15.6,20.920626,47.02,67.006439,58.059834,20.737206,64.860001,34.340942,67.288414,102.689774,147.834381,44.140469,34.50478,41.48394,24.6,44.740658,13.86,35.041279,13.920763,25.760662,45.459404,1079.959961,44.905914,86.00531,72.024193,66.195816,45.770054,99.953651,40.869942,92.155067,18.633333,75.583572,127.822021,39.092049,53.471291,67.460716,,,28.799124,69.406441,67.48317,70.010002,38.759998,64.580002,107.758301,105.13839,67.098228,63.840675,62.919998,58.82,83.023811,176.391327,10.98,620.504639,81.541191,50.182888,449.459991
2015-01-07,51.645512,46.206753,11.737203,262.773895,66.75,22.449455,2.58,148.028839,122.779274,34.027473,39.563568,86.235077,46.465786,16.290461,49.872555,50.725548,27.943546,77.363869,85.396812,114.550003,64.300598,25.560646,43.481045,81.871552,24.884909,91.215012,95.968102,91.989998,89.680573,68.459999,58.973953,77.267174,12.95296,239.392578,54.279819,41.75,37.486797,21.984108,95.372665,39.606819,44.414478,83.43,230.912994,56.610001,51.086327,98.456474,121.599998,60.200779,24.152411,33.114365,146.989883,97.773743,68.69397,105.32827,37.435925,54.522316,42.403809,39.551437,64.40078,176.663803,66.610001,65.12278,15.69,21.16209,47.02,67.708633,60.43985,21.061586,65.699997,35.419159,68.970139,105.088577,148.906021,44.951542,34.997433,41.394878,23.610001,45.664837,13.88,35.250946,13.863041,26.160986,45.702206,1069.569946,46.555473,88.520187,72.565926,66.967873,42.216995,101.204979,40.927906,94.213402,19.716667,75.574318,128.626755,39.128807,53.814587,68.571701,,,28.833895,71.629417,70.037613,70.839996,37.279999,65.529999,110.978966,105.719215,66.548454,65.049103,62.959999,58.52,83.833908,180.54071,10.8,623.742126,82.367409,51.483528,451.149994
2015-01-08,52.278786,45.531723,11.91736,266.46933,65.230003,23.166845,2.61,147.495621,125.618965,34.995914,40.501003,87.457466,47.476521,16.627039,52.486721,51.391857,28.390715,79.749931,89.432137,115.050003,65.175491,26.116518,44.168301,82.739563,25.076332,93.154739,98.164154,96.400002,90.608002,70.220001,61.0313,77.72496,13.280229,238.977554,54.930565,43.630001,38.506424,22.248869,95.576279,39.152618,44.414478,84.800003,236.054413,56.900002,51.394699,100.634773,125.269997,61.455338,24.412167,33.730312,151.946121,98.542519,69.005348,107.553055,38.313686,54.709061,43.093163,40.662426,65.926376,180.644592,68.25,66.497803,16.440001,22.021713,47.240002,70.418427,60.672478,21.901331,66.019997,35.867619,70.623528,109.125572,152.474884,45.708549,35.518501,43.256222,23.98,46.718967,14.07,36.070499,14.180513,26.53339,46.580017,1082.849976,47.328415,90.128967,73.658279,67.676331,43.961578,103.114838,41.681358,95.576233,19.969999,76.489975,131.55809,40.62669,54.785889,71.682457,,,29.120764,73.842903,70.366043,73.260002,39.09,66.639999,112.118584,109.681931,67.47094,67.082802,63.59,60.09,85.552864,185.198196,11.52,630.545654,83.738388,52.754604,454.980011
2015-01-09,50.681,45.143353,11.620101,266.191895,65.139999,23.185974,2.63,145.680801,123.737343,35.458118,40.214031,86.349686,46.68103,16.328924,51.963879,51.277634,28.399837,79.070915,88.699318,113.669998,64.535782,26.074829,42.338848,81.794411,25.331562,93.107193,96.208153,99.419998,91.052391,71.790001,62.000061,77.284782,13.099371,232.722198,54.633896,44.200001,37.389267,21.938463,93.817825,38.171539,44.405846,83.260002,233.319199,55.759998,49.731377,98.909103,125.900002,60.219364,24.218529,33.794666,151.21553,97.199478,67.898216,106.587738,37.834087,53.54409,41.926571,40.662426,65.051941,180.54277,69.269997,65.246895,16.5,21.722294,47.209999,71.102623,58.981415,21.528111,65.709999,35.514576,70.29287,107.048561,150.601929,45.600403,34.940586,43.202782,24.5,46.20393,13.51,35.689312,14.315201,26.500803,46.047726,1051.959961,47.535786,89.51873,73.462898,67.594589,43.201847,102.268089,41.024502,94.965309,19.780001,75.121117,130.025345,40.47966,55.631577,71.566521,,,29.033836,73.700409,69.727432,74.529999,40.169998,65.339996,111.8312,107.71463,66.790718,67.092628,63.09,59.5,83.833908,185.574539,11.43,627.198608,83.620361,51.986042,454.070007
2015-01-12,48.303802,44.579296,11.602085,269.758606,68.610001,22.631197,2.63,146.139175,122.882843,35.590183,39.974895,85.471085,45.660946,16.040428,51.276455,50.240082,28.536728,78.099495,89.363754,117.0,64.215935,26.019236,42.609875,83.337517,25.568563,92.422592,94.136574,95.080002,91.255272,71.279999,59.722992,76.624527,13.107985,226.644775,53.686485,42.830002,36.272114,21.892813,90.254646,38.380466,44.414478,82.360001,230.424225,54.389999,49.161369,98.465897,122.959999,60.089264,23.859596,33.647572,149.704987,96.866043,67.794418,106.422272,37.653111,53.917595,41.360947,41.106827,64.577515,180.033615,68.480003,64.788574,16.450001,21.355267,47.18,68.554886,59.088791,21.366949,65.349998,35.180611,70.358978,107.350853,149.781891,45.888779,34.457401,41.626434,22.73,46.141361,13.61,35.527309,14.161274,26.086514,45.786247,1039.97998,47.187019,89.148911,73.755966,66.822548,42.901703,100.339401,41.497822,94.307388,20.16,72.189148,128.368057,40.920753,54.459332,69.866234,,,29.112068,73.11142,69.909904,71.449997,39.369999,65.919998,105.280876,106.768448,67.47094,67.053329,62.970001,58.639999,82.885506,187.202347,11.01,630.555664,82.013329,51.493378,451.910004
2015-01-13,49.102692,44.644016,11.728194,267.400665,67.360001,22.315542,2.66,145.12886,122.235512,34.77581,39.850544,85.213257,45.838753,15.819246,51.431362,49.735592,28.500223,77.807121,90.800064,119.980003,64.658073,26.329599,42.803474,83.568977,25.61414,92.460632,92.642906,96.980003,91.960503,71.769997,60.09251,75.744186,13.099371,226.387787,54.078842,42.709999,35.890858,21.783258,89.847435,37.78091,44.492176,82.870003,228.81694,54.110001,48.507252,97.815254,117.739998,59.652481,23.944605,33.555637,149.191574,97.032753,67.422501,106.716461,37.001575,53.926487,41.28141,41.264221,64.540306,179.922516,69.699997,64.798119,16.08,21.345608,47.439999,67.789658,58.677208,20.993723,65.529999,34.951611,68.771736,106.044182,149.67009,46.24926,34.135284,41.528473,22.9,45.732216,13.49,35.775085,14.142033,26.659073,45.067192,1037.819946,47.300133,89.08419,73.800369,66.277565,43.07991,99.868973,41.439869,94.871315,19.813334,71.93943,128.24353,40.966705,54.216503,70.368576,,,29.112068,72.360916,69.28952,71.470001,39.650002,66.410004,105.290794,104.763687,67.713188,66.178932,63.43,57.189999,82.450836,185.706284,10.8,642.987488,81.713707,51.335732,448.679993
2015-01-14,48.138176,43.876534,11.836288,263.952881,67.629997,22.019026,2.63,145.147614,120.776825,32.904961,39.927063,83.150482,45.01519,15.424968,51.092499,49.012165,28.345087,77.288414,90.262665,121.099998,64.394669,25.857109,41.903263,82.450218,25.45006,92.546204,92.376183,100.660004,91.033081,70.440002,61.900181,76.721359,13.013247,223.502258,53.504662,42.279999,35.62487,21.710222,88.181534,37.508389,44.716618,82.150002,227.369431,53.040001,48.778244,96.787407,119.129997,59.001961,23.892654,33.41774,148.00679,96.328804,66.635414,106.85437,37.300194,53.286201,40.29158,41.060539,64.893791,178.885635,73.059998,64.349319,16.16,21.123461,47.880001,66.94342,57.648258,20.739256,65.309998,34.875275,67.808029,104.006187,148.943253,46.61874,33.35841,41.28801,24.190001,45.106483,13.35,35.860851,14.07469,26.37512,44.217392,1035.670044,47.375542,89.380043,74.084557,65.596352,43.145565,99.774902,40.734711,94.890121,19.833334,72.503624,129.124878,40.764534,54.082535,69.170654,,,28.972986,71.230431,67.811584,69.730003,39.849998,64.050003,103.368301,104.323357,63.42696,66.552269,62.970001,56.650002,82.193977,187.00473,11.59,641.582947,81.477638,50.586872,443.019989
2015-01-15,48.138176,43.65461,11.800258,261.307587,65.650002,22.315542,2.52,142.116653,120.371162,32.948978,39.19051,82.014053,45.024551,14.617176,49.659538,48.536232,28.089561,76.250969,89.627563,118.269997,64.272377,25.940495,40.944973,80.810669,24.98518,92.394073,91.282616,100.510002,91.14901,70.190002,60.711716,77.901009,12.797938,220.675995,53.169724,40.16,34.543179,21.527624,87.996445,36.618141,43.870628,82.470001,223.62851,53.0,48.55397,95.250343,115.110001,58.212051,24.2981,33.270657,146.901016,94.930191,65.545563,106.85437,36.892982,52.067871,38.851009,40.579105,64.875191,178.089478,73.059998,63.356243,15.55,20.90131,47.299999,67.76265,55.778248,20.153973,64.669998,34.86573,67.930862,101.977943,148.775513,47.285637,32.761539,40.50428,23.5,44.673264,13.33,36.003796,13.988107,26.659073,43.078106,998.25,46.875961,89.380043,73.551704,64.833412,42.657829,99.605553,40.184109,95.209702,19.040001,70.875778,127.62085,40.158031,52.148327,68.909828,,,28.912134,70.831429,69.034073,66.389999,36.93,63.830002,104.706116,103.798752,62.224941,65.058929,62.700001,56.009998,81.245583,183.928009,10.99,640.88562,80.769455,49.847874,440.609985
2015-01-16,48.527885,44.089207,12.043469,266.17215,70.0,22.449455,2.39,148.206573,120.586945,33.631294,39.87923,82.166832,45.763885,14.790275,50.492207,49.307251,28.618862,77.580788,90.868462,121.809998,65.071999,26.297173,40.80946,81.61116,25.231291,93.886902,93.460899,105.0,91.950844,71.849998,64.696579,78.059471,12.935736,222.67215,53.284557,40.720001,35.571671,21.536758,89.865952,36.790741,45.605774,84.529999,226.796082,53.599998,49.095947,98.183006,118.900002,58.732464,24.560452,33.50967,149.082962,96.365852,66.505661,108.159805,37.580711,52.770409,38.488659,41.060539,65.749626,180.255783,73.230003,65.148087,15.75,21.094482,47.799999,71.876839,56.494041,20.501749,65.260002,35.247406,68.743393,105.254333,150.956024,47.808323,33.055229,42.463596,25.879999,44.759907,13.52,36.365932,13.988107,27.166466,44.301441,1008.219971,47.41325,89.953308,73.445145,64.751656,43.108044,99.473831,40.444923,95.736023,19.053333,75.222855,126.988594,40.47966,53.094498,71.344322,,,29.381548,71.296936,68.368111,68.18,37.310001,65.75,107.242996,104.829247,63.995358,65.717194,62.900002,56.369999,82.233467,188.340836,11.85,639.341614,82.730576,50.015381,453.339996
2015-01-20,51.392208,43.645363,11.791252,266.51886,70.790001,22.602499,2.24,147.43013,122.028366,34.225563,39.534874,83.331924,45.01519,14.674876,50.424423,49.097839,28.901766,77.090355,90.379929,123.25,64.874451,25.85248,40.538429,81.302536,25.586792,93.867813,94.661133,105.669998,91.525764,70.68,64.347031,78.085876,12.927123,223.136627,53.76305,39.830002,34.507713,21.774128,90.208382,36.718071,45.42448,85.389999,228.036804,54.27,48.666107,97.362617,116.129997,58.881157,24.784634,33.178715,147.256439,93.81871,65.485023,108.0495,37.843132,51.898903,39.142662,40.85685,67.005463,181.218582,74.330002,63.739536,15.74,21.393898,48.330002,70.166351,56.637192,20.103085,64.910004,35.323738,68.214317,105.829666,150.900085,48.511261,32.922596,42.187511,26.280001,45.05835,13.33,36.165802,13.891902,27.287495,43.53569,1024.949951,47.450954,90.156723,74.226654,65.832512,43.192459,99.850159,40.184109,97.925934,18.656666,74.436684,127.170601,40.461277,52.851677,72.996307,,,29.511936,71.467926,67.209473,69.239998,37.57,68.029999,106.162819,106.74971,62.21563,65.815422,63.200001,56.099998,82.332268,186.186142,11.28,639.520935,82.703346,49.562134,447.079987
2015-01-21,52.288521,44.1077,11.890336,273.216278,68.739998,23.262495,2.45,147.22435,123.512939,35.039932,40.252296,83.723473,45.342739,14.819122,50.327606,49.564251,27.322981,77.278976,89.207428,122.220001,64.638031,25.833954,40.286758,81.591873,25.37714,94.946114,96.163704,108.489998,90.975113,71.879997,65.615387,78.948608,12.892673,222.800613,55.466465,41.400002,35.270218,21.94759,90.476776,37.426636,45.407223,86.93,229.521881,53.639999,49.357601,97.626656,117.300003,59.485214,25.275942,33.537254,146.831894,94.38372,65.7099,108.104637,38.00602,52.165695,39.319412,40.690201,67.20079,180.987152,73.919998,64.506081,15.46,21.645025,49.52,73.263245,57.442467,20.442375,65.199997,35.447784,69.026817,107.604378,151.459213,48.907787,32.903645,42.775303,28.09,45.010208,13.33,35.975204,13.901522,27.124571,44.124012,1045.530029,47.290707,90.055,75.088104,65.024132,43.07053,99.878387,40.493217,99.664711,18.846666,76.036758,128.176468,40.874802,52.994019,74.677261,,,29.555397,72.826408,67.464912,69.349998,37.830002,69.209999,107.312363,107.17128,63.138107,66.788071,63.43,56.139999,83.043564,185.979156,11.52,639.620483,83.41153,49.404488,445.470001
2015-01-22,54.159107,44.459095,11.638118,275.435577,69.0,23.549452,2.47,149.273026,124.565941,35.304054,41.342785,80.572029,46.316051,15.473051,50.511566,51.610794,27.870541,79.146347,89.314911,123.709999,65.555351,26.204531,41.554794,83.289291,25.97875,95.690399,96.839409,106.400002,91.92186,74.32,64.436913,78.719719,12.944349,233.008774,54.002293,41.900002,34.68504,22.166702,91.235695,38.253292,45.873379,88.660004,230.433624,54.009998,50.310738,100.021828,120.220001,60.981392,25.628916,33.932564,150.435547,96.106506,66.946777,109.38253,38.078419,53.526302,41.210705,41.190151,67.405457,183.384872,73.489998,66.642883,16.02,22.37908,50.09,73.290268,58.605637,20.883457,65.639999,35.867619,71.313232,108.199196,154.580841,49.259251,33.661579,42.84655,28.530001,46.136547,13.62,36.30875,14.142033,27.180431,45.001823,1049.680054,48.497253,91.441887,75.629845,65.314789,44.15855,101.214371,41.584759,100.444801,19.65,75.972031,129.211075,41.655918,53.53828,76.638397,,,29.372854,74.184906,69.125305,71.120003,39.07,72.339996,109.373581,112.258163,64.116486,68.694038,64.260002,57.419998,84.485909,187.908005,11.11,656.206238,84.319473,50.133625,455.869995
2015-01-23,54.256531,44.264896,11.421928,276.535217,69.809998,23.06163,2.45,149.497543,123.823631,34.687767,41.266258,80.342827,46.166309,15.126853,50.075871,50.744587,28.299458,78.721939,89.950005,123.889999,63.493744,26.084093,41.148247,81.76548,25.714405,96.014847,94.998993,106.720001,91.506447,73.650002,63.22847,78.878197,12.841,231.259689,53.03574,42.540001,33.780674,22.349295,91.069092,38.335041,45.761158,84.980003,231.213776,54.380001,51.338627,99.361732,121.199997,60.405228,25.447657,33.50967,149.537125,94.661575,66.670006,102.643799,38.250343,53.51741,41.440498,41.16238,67.098457,182.783142,72.830002,66.796181,15.51,22.253521,49.939999,72.741096,58.900902,20.908905,65.529999,35.247406,72.702095,107.097336,152.838333,48.835678,33.301559,41.528473,28.49,46.285763,13.8,35.651196,14.103552,27.278185,45.608826,1037.98999,48.252171,91.099792,73.551704,65.560036,43.567646,100.480515,38.677204,100.087639,19.136667,75.842537,128.693756,40.828861,53.571766,78.116478,,,29.007755,74.184906,68.687408,69.769997,39.419998,73.099998,105.548439,112.501732,63.529469,68.517204,65.110001,57.619999,83.962318,189.046478,10.9,637.528625,82.521759,50.143478,454.329987
2015-01-26,54.022713,44.653271,11.466968,282.380585,71.360001,23.185974,2.61,149.422684,123.495651,35.392094,41.572353,79.550186,48.796093,15.242251,50.782665,51.572723,28.153439,79.929138,92.441559,124.120003,62.689903,26.260115,41.206326,81.456848,25.495638,96.386993,96.803848,110.660004,91.747978,73.150002,63.957535,78.200333,12.98741,234.085938,53.380253,44.169998,33.887074,22.449718,91.300468,38.489471,46.874752,85.529999,220.705338,54.360001,51.254532,100.29528,126.480003,60.26582,25.40473,32.921299,151.719055,94.717163,67.4571,100.989006,38.250343,54.629021,42.359619,41.403091,67.07988,181.153778,73.400002,67.495682,16.0,22.717136,50.040001,71.363701,59.124577,21.494181,65.190002,34.903904,71.41716,109.632622,153.043335,49.060986,33.263664,41.742214,28.290001,46.377213,13.91,36.242039,14.411404,27.361975,47.112301,1041.859985,48.261597,91.247734,73.755966,65.950592,44.271103,100.198273,38.078304,100.050041,20.053333,77.396385,129.230225,41.233196,49.452152,79.681511,,,28.842592,74.270401,68.650909,69.32,40.099998,73.620003,106.866425,113.663383,63.119473,69.283531,64.910004,58.049999,86.362946,191.069427,11.36,652.968811,83.311668,50.005539,457.910004
2015-01-27,51.343494,44.644016,11.466968,277.605286,70.550003,22.545111,2.7,148.636887,122.434013,35.039932,40.577526,78.690704,48.992622,15.030689,50.424423,50.706512,27.322981,79.881981,91.15181,122.360001,62.094128,26.107254,41.032089,81.148224,24.520296,96.205696,96.252609,112.57,90.781906,73.110001,65.155983,77.85701,12.789327,229.273346,52.203175,43.720001,33.833874,22.257996,90.254646,38.698414,45.631672,85.199997,217.763336,54.240002,51.067638,99.163719,128.009995,58.072655,25.25209,31.431978,151.185928,94.559685,68.088509,101.779625,38.395126,54.317768,42.200546,41.375317,66.726379,176.404617,73.269997,66.930336,15.74,22.842699,50.18,70.823547,58.614578,21.333015,65.110001,34.426815,71.105385,108.794014,152.474884,49.169132,32.83733,41.662056,28.77,45.48674,13.77,35.622604,14.344062,27.739031,46.776123,1013.859985,48.129639,89.426277,72.468231,65.187637,44.196064,98.580055,38.174904,99.410927,20.133333,78.20105,127.553764,40.71859,47.785885,78.754082,,,28.520964,73.671921,68.203896,69.099998,38.919998,71.800003,105.87545,113.223076,62.98901,68.998619,64.300003,57.0,85.592369,189.940353,11.5,651.902893,82.576241,49.749352,454.570007
2015-01-28,49.317039,43.913513,11.097645,271.34375,71.400002,22.363373,2.63,144.661163,119.827385,34.77581,40.376644,78.050865,48.37495,14.617176,49.940327,49.659439,27.277351,80.532745,90.223579,118.970001,61.583458,25.287346,41.467678,80.232002,24.438255,95.041534,92.207268,106.459999,89.526001,71.529999,61.670479,78.288368,12.580522,236.269852,50.997379,42.700001,32.069473,21.764999,88.311104,38.425888,44.889267,83.290001,217.161789,54.139999,51.441422,98.767654,128.479996,57.886787,24.994516,31.055056,149.616104,93.994705,67.344658,100.786743,37.426884,54.068771,40.866039,41.190151,66.019402,175.201126,71.410004,66.326668,16.129999,21.973417,49.77,68.833969,58.059834,21.222748,64.529999,34.035603,69.357506,104.874046,152.763748,48.67347,32.086704,38.651852,27.43,44.913937,13.69,35.51778,14.190135,25.21603,45.935658,1003.25,47.705456,88.501686,71.562386,64.479172,43.708332,98.382469,38.087971,98.433472,20.616667,74.686417,126.471283,40.48885,48.171047,79.053574,,,28.407955,73.348907,67.747742,67.93,37.150002,70.769997,104.725937,111.621132,62.271542,68.802132,64.010002,56.360001,83.932693,189.507553,10.46,638.52478,79.852432,49.256687,448.720001
2015-01-29,50.89534,44.311134,11.205741,270.719604,72.190002,22.592936,2.61,146.279495,126.870468,35.171986,40.424473,78.308716,48.009964,14.838358,53.958397,50.116344,27.651516,79.995155,91.66301,120.870003,65.281097,24.953827,42.05814,80.868546,24.811985,95.528191,91.576004,106.459999,90.057343,73.480003,61.920158,79.142288,12.919831,241.635834,52.222309,42.360001,32.344334,21.984108,88.311104,38.425888,45.3209,83.5,221.748657,54.619999,52.11422,101.483437,130.509995,60.033504,25.061293,31.450367,148.826263,94.8283,67.699265,101.32914,37.243904,54.024307,40.662762,41.727139,67.07988,178.209824,71.25,67.006989,16.52,22.098982,50.049999,70.013306,58.480366,21.562042,68.839996,34.102394,68.979591,107.282585,154.804459,49.015919,32.656803,38.901207,28.51,45.664837,13.85,36.184864,13.911142,25.998064,46.551998,1014.73999,48.054226,88.788315,72.13076,57.848686,44.711933,95.964539,39.343723,98.781212,20.92,75.750031,129.555954,41.040218,49.150719,81.333488,,,28.65135,74.127892,68.869865,68.0,36.68,73.529999,104.488106,112.501732,63.221973,70.089157,64.260002,56.66,84.703262,191.897446,10.59,642.509277,79.51651,49.985832,449.109985
2015-01-30,47.816677,43.118282,11.096771,264.071808,72.25,21.846851,2.57,142.434723,125.679375,34.44566,39.812279,77.057693,47.63562,14.569091,52.554489,49.050232,27.651516,78.457886,89.401054,119.160004,63.853107,24.620306,41.138565,78.592445,24.037184,93.667435,91.158142,110.849998,87.874016,70.349998,63.338326,77.038292,12.798027,241.171356,52.145756,42.32,33.230965,21.81065,86.015877,37.417553,45.200043,82.449997,221.673477,52.77,51.718708,98.465897,130.630005,57.338501,24.43166,30.37475,145.212723,92.753517,65.908836,99.251465,37.554962,53.108334,40.477169,39.468113,66.977539,174.386444,71.379997,64.927696,16.370001,21.896149,49.740002,71.201653,57.156151,21.070068,67.889999,33.625294,67.458458,105.059311,151.235565,47.853386,32.12471,39.996639,29.780001,44.403725,13.75,35.136581,13.891902,26.379772,45.151245,1009.47998,47.215305,86.707985,71.260429,56.731491,44.890148,94.129921,39.121552,96.948448,20.116667,76.203247,127.132271,40.617496,47.258373,80.232185,,,28.616573,72.132919,67.154732,67.010002,37.529999,69.370003,101.604378,109.803711,60.417274,69.273705,64.349998,56.220001,82.440941,187.315247,10.66,642.091003,79.371239,49.296093,442.089996
2015-02-02,47.465946,44.542309,11.223903,265.310181,72.599998,21.865984,2.67,142.659241,127.466034,35.370087,40.099247,78.432846,47.841511,14.867206,52.264038,49.802231,27.751898,78.108917,90.096283,118.57,65.243279,24.926037,41.622555,78.515312,24.456488,94.573959,94.296608,116.019997,88.811104,72.589996,65.984917,77.601692,13.285238,241.961929,54.987976,45.48,34.489983,22.102795,86.478622,37.40847,45.407223,84.010002,226.062943,54.049999,51.511532,98.475342,132.070007,57.319908,24.679695,30.935543,143.218353,93.392639,66.228867,101.228012,38.076431,54.63792,41.493519,39.792152,66.689171,175.275162,71.720001,65.550537,16.540001,22.021713,50.189999,73.821419,57.424572,21.341503,67.980003,34.121479,68.743393,110.519981,153.211029,48.484226,32.704304,42.436882,30.93,44.244877,13.8,35.803669,13.930383,25.993408,45.067192,1013.030029,47.064484,88.141113,72.494873,59.519932,44.318001,97.262878,39.121552,98.189095,20.243334,78.284317,125.973152,40.828861,48.397125,79.237114,,,29.172915,72.417923,67.738602,67.699997,37.459999,69.379997,102.20887,111.489975,60.985664,70.187408,64.870003,56.5,83.62645,189.23468,11.96,633.81311,81.332375,49.759201,450.559998
2015-02-03,46.27734,45.087875,11.33287,265.86496,69.220001,22.430332,2.76,142.406662,128.096115,36.55862,41.620186,79.960831,48.019321,15.280721,53.193512,50.992069,28.454596,78.674789,91.379051,117.599998,65.432411,25.667189,42.842186,80.723877,24.720835,95.547264,97.381737,115.720001,90.907486,75.489998,66.114746,78.719719,13.615847,242.347321,56.385166,48.16,35.004227,22.340162,90.624863,38.335041,46.313648,85.629997,229.879074,54.75,52.877007,101.125099,135.619995,59.001961,24.932505,30.981512,157.899567,94.902405,68.235542,101.283195,37.948349,55.918488,42.29776,40.301357,65.944977,177.746964,72.07,66.719543,16.870001,22.504644,51.389999,78.232689,59.115635,22.028568,68.480003,34.407734,70.661331,112.333694,154.627426,48.898762,33.293404,44.449623,32.18,44.933189,14.11,36.327812,14.555712,26.486841,47.383114,1037.550049,47.686604,88.945496,73.036621,60.818787,44.97456,100.075966,40.097172,99.514313,20.373333,80.541084,127.592087,41.600777,49.611244,79.604805,,,29.850956,73.947411,69.216553,70.809998,39.790001,67.970001,103.913338,114.094307,62.551079,70.560738,65.739998,57.650002,85.70105,189.178253,12.78,641.662659,83.756554,49.956264,459.940002
2015-02-04,48.18689,42.674438,11.369196,263.764648,69.129997,22.592936,2.85,141.676956,128.104752,36.169479,41.39061,79.846237,47.785358,15.184553,52.554489,50.392387,28.755751,79.099205,91.574883,116.57,65.441872,26.357395,41.941978,79.151825,24.328876,95.86216,96.332611,109.809998,97.843887,76.540001,65.88504,77.003067,13.807252,242.120026,54.499924,46.98,34.294922,22.057142,88.385147,38.325962,45.951065,85.029999,224.794037,57.709999,53.281944,102.228401,130.990005,58.323563,25.738623,31.111139,155.381958,93.883537,68.244202,100.998199,37.326244,59.466747,43.190376,40.551334,65.321716,178.006165,71.32,67.716049,17.02,22.475672,52.5,76.837296,58.059834,22.155798,68.540001,34.369564,70.037766,112.119186,153.574463,48.691494,33.036858,43.790581,30.99,44.543316,14.47,35.889439,14.536471,26.319258,46.953548,1028.280029,47.780865,89.315338,72.894524,60.818787,44.946419,100.790977,40.232418,105.360359,20.530001,78.20105,125.925232,41.729431,50.180622,79.633842,,,29.9118,73.785896,68.97934,71.18,40.720001,71.699997,104.279999,112.829628,61.535427,70.216873,65.75,56.619999,84.367371,202.181519,12.84,643.505432,83.039276,49.926701,463.859985
