Date,AAPL,AMZN,GOOG,MSFT
2007-06-26,15.377694,67.480003,263.416718,22.971449
2007-06-27,15.665577,68.139999,261.44455,23.243805
2007-06-28,15.494645,68.889999,260.808685,23.212679
2007-06-29,15.684861,68.410004,259.661163,22.932539
2007-07-02,15.584611,69.610001,263.476349,23.142641
2007-07-03,16.344177,69.449997,265.443542,23.360531
2007-07-05,17.061335,68.730003,269.065002,23.337187
2007-07-06,17.003496,68.970001,267.957184,23.321621
2007-07-09,16.750311,72.07,269.526978,23.243805
2007-07-10,17.009926,70.279999,269.914459,22.823591
2007-07-11,17.015068,70.730003,270.47583,22.948101
2007-07-12,17.230982,72.790001,270.903046,23.399439
2007-07-13,17.701376,75.099998,274.295959,23.204893
2007-07-16,17.74893,73.690002,274.708282,23.368307
2007-07-17,17.853033,73.790001,275.706787,23.951933
2007-07-18,17.751501,73.32,272.974548,24.060877
2007-07-19,17.993118,73.349998,272.522491,24.519995
2007-07-20,18.47508,71.629997,258.379486,24.247637
2007-07-23,18.468651,71.739998,254.599075,24.270985
2007-07-24,17.33637,69.25,255.339264,23.967501
2007-07-25,17.640974,86.18,253.232971,23.897461
2007-07-26,18.764254,84.010002,252.358643,23.329405
2007-07-27,18.48793,84.040001,254.291077,22.870289
2007-07-30,18.17691,82.699997,256.387451,22.878065
2007-07-31,16.934092,78.540001,253.352188,22.559017
2007-08-01,17.35051,77.309998,254.812683,22.800245
2007-08-02,17.542011,79.709999,253.853928,22.971449
2007-08-03,16.945665,76.800003,249.874802,22.535675
2007-08-06,17.382633,79.0,253.352188,22.987009
2007-08-07,17.354368,79.139999,256.342743,22.994791
2007-08-08,17.223278,77.779999,261.191193,23.344969
2007-08-09,16.243931,74.110001,255.701904,22.800245
2007-08-10,16.065285,74.779999,256.208618,22.341129
2007-08-13,16.423866,74.870003,256.084412,22.278881
2007-08-14,15.940619,73.449997,252.656708,22.075851
2007-08-15,15.40982,72.379997,247.167419,21.943096
2007-08-16,15.043532,72.790001,244.17189,21.716633
2007-08-17,15.687428,75.019997,248.404373,22.060228
2007-08-20,15.707994,74.699997,247.351212,22.068041
2007-08-21,16.39559,77.489998,251.668137,21.91967
2007-08-22,17.030487,78.5,254.718307,22.0368
2007-08-23,16.845413,77.300003,254.440109,22.099274
2007-08-24,17.389065,79.25,255.836029,22.497528
2007-08-27,16.997072,78.650002,254.971649,22.247644
2007-08-28,16.299196,76.220001,251.563812,21.81035
2007-08-29,17.232264,79.050003,254.782883,22.325733
2007-08-30,17.511164,78.68,254.047668,22.21641
2007-08-31,17.797768,79.910004,255.96022,22.435062
2007-09-04,18.527771,82.699997,260.878235,22.497528
2007-09-05,17.57671,83.75,262.194672,22.239836
2007-09-06,17.351791,86.209999,260.068512,22.575623
2007-09-07,16.935381,84.519997,257.996979,22.208595
2007-09-10,17.57028,83.339996,255.577713,22.239836
2007-09-11,17.413486,86.279999,258.980591,22.59123
2007-09-12,17.58828,87.300003,259.636322,22.59123
2007-09-13,17.633257,87.260002,260.694427,22.770845
2007-09-14,17.840178,87.769997,262.666595,22.677139
2007-09-17,17.788773,86.910004,260.952759,22.435062
2007-09-18,18.111357,88.75,265.905548,22.59123
2007-09-19,18.092083,89.0,271.658112,22.388205
2007-09-20,18.032961,89.650002,274.628815,22.192978
2007-09-21,18.526485,91.300003,278.240326,22.372589
2007-09-24,19.057287,92.589996,282.174713,22.70837
2007-09-25,19.68704,93.480003,282.66156,23.083199
2007-09-26,19.63435,93.43,282.244263,23.036343
2007-09-27,19.856695,93.379997,281.916412,23.02854
2007-09-28,19.724316,93.150002,281.802155,23.005114
2007-10-01,20.093178,93.410004,289.392792,23.247183
2007-10-02,20.364357,92.360001,290.306824,23.19253
2007-10-03,20.296236,92.459999,290.123016,22.997305
2007-10-04,20.080324,92.260002,287.644165,23.200331
2007-10-05,20.749926,93.43,295.105621,23.301855
2007-10-08,21.580175,95.849998,302.840302,23.301855
2007-10-09,21.573753,95.32,305.602356,23.504879
2007-10-10,21.436232,94.660004,310.674377,23.606401
2007-10-11,20.85017,89.339996,308.990326,23.356512
2007-10-12,21.495352,92.370003,316.63559,23.559547
2007-10-15,21.460651,90.529999,308.051422,23.458027
2007-10-16,21.794809,89.529999,306.009705,23.67668
2007-10-17,22.202227,90.550003,314.693237,24.270155
2007-10-18,22.298618,89.849998,317.743378,24.332621
2007-10-19,21.902767,89.760002,320.271942,23.559547
2007-10-22,22.409147,91.290001,323.27243,23.825048
2007-10-23,23.925709,100.82,335.701599,24.129593
2007-10-24,23.896151,88.730003,335.72641,24.402906
2007-10-25,23.491308,88.209999,332.095032,24.98077
2007-10-26,23.738068,90.0,335.120361,27.354681
2007-10-29,23.788197,90.099998,337.42041,26.995472
2007-10-30,24.033667,88.239998,345.140198,27.776365
2007-10-31,24.412811,89.150002,351.215668,28.744678
2007-11-01,24.090221,87.650002,349.332916,28.939894
2007-11-02,24.145485,85.980003,353.326935,28.939894
2007-11-05,23.928284,84.370003,360.480408,28.682198
2007-11-06,24.64929,87.269997,368.49826,28.432322
2007-11-07,23.943703,87.040001,364.101868,27.73732
2007-11-08,22.551805,83.580002,344.678192,27.128227
2007-11-09,21.253725,78.889999,329.839722,26.339521
2007-11-12,19.761591,77.0,313.992767,26.066212
2007-11-13,21.843653,79.860001,328.140747,26.998547
2007-11-14,21.348837,78.510002,318.766724,26.583305
2007-11-15,21.116211,77.849998,312.790588,26.450109
2007-11-16,21.384825,78.599998,314.767731,26.708666
2007-11-19,21.071232,79.18,310.902863,26.606808
2007-11-20,21.700991,80.389999,322.174561,27.09256
2007-11-21,21.650866,79.760002,328.125854,26.818346
2007-11-23,22.046715,81.43,336.163574,26.724333
2007-11-26,22.175241,81.300003,330.848145,25.831167
2007-11-27,22.46698,85.589996,334.608704,25.901682
2007-11-28,23.162289,90.300003,343.893311,26.403105
2007-11-29,23.685373,89.150002,346.247986,26.316921
2007-11-30,23.419334,90.559998,344.260925,26.324762
2007-12-03,22.987499,90.910004,338.562988,25.79199
2007-12-04,23.109591,94.410004,339.869476,25.674475
2007-12-05,23.840887,93.190002,346.998108,26.755663
2007-12-06,24.412811,94.209999,355.319,27.069057
2007-12-07,24.971876,94.309998,355.125244,27.053389
2007-12-10,24.960314,93.019997,356.888794,27.233582
2007-12-11,24.231594,90.75,347.340881,26.716488
2007-12-12,24.529764,91.279999,347.415405,27.006382
2007-12-13,24.654434,92.400002,344.782532,27.593987
2007-12-14,24.469358,89.080002,342.750732,27.664511
2007-12-17,23.699509,85.089996,332.452728,26.943705
2007-12-18,23.51701,86.889999,334.49939,27.21792
2007-12-19,23.535006,89.379997,336.496429,27.257088
2007-12-20,24.060656,90.580002,342.616608,27.829025
2007-12-21,24.921757,91.260002,346.093994,28.252102
2007-12-24,25.550232,91.010002,348.100952,28.659513
2007-12-26,25.569511,92.849998,353.12326,28.683016
2007-12-27,25.52067,94.25,348.105896,28.181589
2007-12-28,25.68261,94.449997,348.995117,28.299112
2007-12-31,25.457693,92.639999,343.505829,27.891703
2008-01-02,25.041281,96.25,340.381134,27.593987
2008-01-03,25.052847,95.209999,340.450684,27.711502
2008-01-04,23.140436,88.790001,326.377228,26.935873
2008-01-07,22.830696,88.82,322.527283,27.116066
2008-01-08,22.009445,87.879997,313.799042,26.207237
2008-01-09,23.056898,85.220001,324.489502,26.982876
2008-01-10,22.879536,84.260002,321.275421,26.896694
2008-01-11,22.194515,81.080002,317.062805,26.567638
2008-01-14,22.977213,82.870003,324.797516,26.943705
2008-01-15,21.725409,80.239998,316.76474,26.638149
2008-01-16,20.517296,80.349998,305.984863,26.03487
2008-01-17,20.677952,80.120003,298.453857,25.940853
2008-01-18,20.738356,79.760002,298.185577,25.862497
2008-01-22,20.003208,78.480003,290.286957,25.039856
2008-01-23,17.873596,73.970001,272.537415,25.016356
2008-01-24,17.427624,77.669998,285.388824,26.050543
2008-01-25,16.709183,77.599998,281.369965,25.807665
